date,killed,injured,victims,state,city,incident,geolocation,congressional_district,rifle_type,handgun_general,handgun_specific,handgun_type
2017-10-06,0,5,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/953156,"41.7484, -87.6649",1,NA,NA,NA,NA
2017-10-05,4,0,4,Arizona,Casa Grande,http://www.gunviolencearchive.org/incident/952720,"32.8854, -111.757",1,NA,NA,NA,NA
2017-10-03,0,4,4,Florida,Miami,http://www.gunviolencearchive.org/incident/952220,"25.834, -80.2305",24,NA,NA,NA,NA
2017-10-01,3,2,5,Kansas,Lawrence,http://www.gunviolencearchive.org/incident/945990,"38.9655, -95.2357",2,NA,NA,NA,NA
2017-09-30,1,3,4,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/946138,"35.1072, -90.0359",9,NA,NA,NA,NA
2017-09-28,1,3,4,Louisiana,New Orleans,http://www.gunviolencearchive.org/incident/944448,"29.9814, -90.0643",2,NA,NA,NA,NA
2017-09-26,0,4,4,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/942522,"35.1742, -89.9727",9,NA,Handgun,NA,NA
2017-09-26,2,2,4,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/942830,"39.3166, -76.5784",7,NA,NA,NA,NA
2017-09-26,1,3,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/942628,"40.0433, -75.1775",2,NA,NA,NA,NA
2017-09-24,0,4,4,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/941144,"39.2367, -76.6037",2,NA,NA,NA,NA
2017-09-24,1,3,4,New Jersey,Mays Landing,http://www.gunviolencearchive.org/incident/941257,NA,NA,NA,NA,NA,NA
2017-09-24,1,8,9,Tennessee,Antioch,http://www.gunviolencearchive.org/incident/940554,"36.0465, -86.583",5,NA,NA,NA,22 LR
2017-09-24,0,4,4,New York,Syracuse,http://www.gunviolencearchive.org/incident/940644,"43.0483, -76.1317",24,NA,Handgun,NA,NA
2017-09-23,1,4,5,California,Bakersfield,http://www.gunviolencearchive.org/incident/939834,"35.3658, -119.042",23,NA,NA,NA,NA
2017-09-23,0,5,5,Illinois,Danville,http://www.gunviolencearchive.org/incident/940068,"40.1303, -87.6273",15,NA,NA,NA,NA
2017-09-23,2,2,4,Connecticut,Hartford,http://www.gunviolencearchive.org/incident/940142,"41.782, -72.6954",1,NA,NA,NA,NA
2017-09-20,0,5,5,Indiana,Gary,http://www.gunviolencearchive.org/incident/939482,"41.5755, -87.3906",1,NA,NA,NA,NA
2017-09-17,1,3,4,Michigan,Detroit,http://www.gunviolencearchive.org/incident/936028,"42.3498, -83.0905",13,NA,NA,NA,NA
2017-09-17,1,4,5,Virginia,Petersburg,http://www.gunviolencearchive.org/incident/935928,"37.2166, -77.4053",4,NA,NA,NA,NA
2017-09-16,0,8,8,South Carolina,Columbia,http://www.gunviolencearchive.org/incident/934036,"34.0012, -81.0383",6,NA,NA,NA,NA
2017-09-13,1,3,4,Washington,Rockford,http://www.gunviolencearchive.org/incident/932181,"47.5164, -117.193",5,AR-15,Handgun,NA,NA
2017-09-13,0,4,4,Pennsylvania,York,http://www.gunviolencearchive.org/incident/932906,"39.9574, -76.7231",4,NA,NA,NA,NA
2017-09-13,0,4,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/932619,"39.9973, -75.1332",1,NA,NA,NA,NA
2017-09-13,1,5,6,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/932526,"35.168, -90.0251",9,NA,NA,NA,NA
2017-09-10,1,3,4,Louisiana,New Orleans,http://www.gunviolencearchive.org/incident/930266,"29.9736, -90.0584",2,NA,NA,NA,NA
2017-09-10,9,1,10,Texas,Plano,http://www.gunviolencearchive.org/incident/930569,"33.056, -96.7261",3,NA,NA,NA,NA
2017-09-09,0,4,4,Alabama,Selma,http://www.gunviolencearchive.org/incident/931139,"32.3945, -87.0287",7,NA,NA,NA,NA
2017-09-06,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/928380,"41.8814, -87.6941",7,NA,NA,NA,NA
2017-09-04,0,4,4,Illinois,Bellwood,http://www.gunviolencearchive.org/incident/927277,"41.8742, -87.8784",7,NA,NA,NA,NA
2017-09-03,2,3,5,California,Inglewood,http://www.gunviolencearchive.org/incident/926766,"33.9444, -118.357",43,NA,NA,NA,NA
2017-09-02,0,4,4,Kentucky,Louisville,http://www.gunviolencearchive.org/incident/925809,"38.1806, -85.6219",3,NA,NA,NA,NA
2017-09-02,1,3,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/925436,"41.7428, -87.6672",1,NA,NA,NA,NA
2017-08-28,2,4,6,New Mexico,Clovis,http://www.gunviolencearchive.org/incident/922184,"34.4047, -103.205",3,NA,Handgun,NA,NA
2017-08-27,1,4,5,California,Sacramento,http://www.gunviolencearchive.org/incident/921733,"38.4751, -121.482",NA,NA,NA,NA,NA
2017-08-27,1,3,4,Indiana,Evansville,http://www.gunviolencearchive.org/incident/921653,"37.9729, -87.5612",8,NA,NA,NA,NA
2017-08-25,0,4,4,Florida,Gainesville,http://www.gunviolencearchive.org/incident/921289,NA,NA,NA,NA,NA,NA
2017-08-24,4,0,4,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/920513,"38.754, -90.201",1,NA,NA,NA,NA
2017-08-22,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/918204,"41.8859, -87.7655",7,NA,NA,NA,NA
2017-08-21,0,4,4,New Jersey,Newark,http://www.gunviolencearchive.org/incident/917793,"40.7154, -74.2221",10,NA,NA,NA,NA
2017-08-21,1,3,4,New Jersey,Newark,http://www.gunviolencearchive.org/incident/918061,"40.7324, -74.2122",10,NA,NA,NA,NA
2017-08-21,1,3,4,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/917713,"39.3273, -76.6575",7,NA,NA,NA,NA
2017-08-21,4,0,4,North Carolina,Whitakers,http://www.gunviolencearchive.org/incident/917820,"36.1688, -77.8286",1,NA,NA,NA,NA
2017-08-21,0,4,4,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/917838,"35.1475, -90.0259",9,NA,NA,NA,NA
2017-08-20,2,5,7,Illinois,Chicago,http://www.gunviolencearchive.org/incident/916848,"41.6776, -87.6564",1,NA,NA,NA,NA
2017-08-20,0,4,4,New York,Brooklyn,http://www.gunviolencearchive.org/incident/916808,"40.6386, -73.891",8,NA,NA,NA,NA
2017-08-19,1,4,5,Ohio,Cleveland,http://www.gunviolencearchive.org/incident/916551,"41.5228, -81.6076",11,AR-15,Handgun,NA,NA
2017-08-16,0,4,4,New York,Wyandanch,http://www.gunviolencearchive.org/incident/914819,"40.7544, -73.3613",2,NA,NA,NA,NA
2017-08-14,2,2,4,California,North Hollywood,http://www.gunviolencearchive.org/incident/913924,"34.1608, -118.376",29,NA,NA,NA,NA
2017-08-13,0,4,4,California,Sacramento,http://www.gunviolencearchive.org/incident/912322,"38.5384, -121.465",6,NA,NA,NA,NA
2017-08-13,0,4,4,Virginia,Suffolk,http://www.gunviolencearchive.org/incident/912375,"36.6524, -76.8394",4,NA,NA,NA,NA
2017-08-13,0,5,5,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/912805,"39.9649, -75.2",2,NA,NA,NA,NA
2017-08-12,1,3,4,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/912093,"38.7966, -90.2127",1,NA,NA,NA,NA
2017-08-08,1,6,7,Illinois,Chicago,http://www.gunviolencearchive.org/incident/909423,"41.8274, -87.6264",7,NA,NA,NA,NA
2017-08-06,0,6,6,New York,Bronx,http://www.gunviolencearchive.org/incident/907555,"40.8942, -73.8489",16,NA,NA,NA,NA
2017-08-06,0,4,4,New York,Bronx,http://www.gunviolencearchive.org/incident/907546,"40.8413, -73.8634",14,NA,NA,NA,NA
2017-08-06,0,7,7,California,Oakland,http://www.gunviolencearchive.org/incident/907857,"37.7358, -122.172",13,NA,NA,NA,NA
2017-08-05,0,4,4,New Jersey,Lakewood,http://www.gunviolencearchive.org/incident/907247,"40.1021, -74.1892",4,NA,NA,NA,NA
2017-08-05,1,3,4,South Carolina,Allendale,http://www.gunviolencearchive.org/incident/907611,"33.0022, -81.296",6,NA,NA,NA,NA
2017-08-05,1,3,4,Florida,Tallahassee,http://www.gunviolencearchive.org/incident/906568,"30.4482, -84.3158",2,NA,NA,NA,NA
2017-08-04,3,2,5,Montana,Lodge Grass,http://www.gunviolencearchive.org/incident/906509,"45.3162, -107.365",1,NA,NA,NA,NA
2017-08-03,1,3,4,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/906126,"38.9324, -76.9796",1,NA,NA,NA,NA
2017-08-02,0,4,4,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/904329,"39.3019, -76.5946",7,NA,NA,NA,NA
2017-08-01,0,6,6,Washington,Toppenish,http://www.gunviolencearchive.org/incident/904106,"46.3607, -120.523",4,NA,NA,NA,NA
2017-08-01,0,7,7,California,Fresno,http://www.gunviolencearchive.org/incident/904026,"36.7278, -119.801",16,NA,NA,NA,NA
2017-08-01,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/903853,"41.8954, -87.7175",7,NA,NA,NA,NA
2017-07-31,0,4,4,Illinois,Decatur,http://www.gunviolencearchive.org/incident/903090,"39.8418, -88.9404",13,NA,NA,NA,NA
2017-07-30,1,5,6,Virginia,Norfolk,http://www.gunviolencearchive.org/incident/901549,NA,NA,NA,NA,NA,NA
2017-07-30,1,3,4,Texas,El Paso,http://www.gunviolencearchive.org/incident/902187,"31.7653, -106.302",16,NA,NA,NA,NA
2017-07-29,1,4,5,New York,Buffalo,http://www.gunviolencearchive.org/incident/901083,"42.9201, -78.8282",26,NA,NA,NA,NA
2017-07-29,2,3,5,North Carolina,Salisbury,http://www.gunviolencearchive.org/incident/901000,"35.6666, -80.4713",12,NA,NA,NA,NA
2017-07-28,0,4,4,Delaware,Wilmington,http://www.gunviolencearchive.org/incident/900963,"39.742, -75.5553",1,NA,NA,NA,NA
2017-07-27,1,4,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/900387,"41.7664, -87.5759",2,NA,NA,NA,NA
2017-07-26,1,6,7,North Carolina,High Point,http://www.gunviolencearchive.org/incident/898631,"35.9534, -79.9812",12,NA,NA,NA,NA
2017-07-25,1,3,4,Florida,Jacksonville,http://www.gunviolencearchive.org/incident/898448,"30.3644, -81.6703",5,NA,NA,NA,NA
2017-07-23,1,3,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/896444,"41.746, -87.5882",1,NA,NA,NA,NA
2017-07-23,0,4,4,Louisiana,Baton Rouge,http://www.gunviolencearchive.org/incident/896889,"30.5386, -91.1971",2,NA,NA,NA,NA
2017-07-22,0,5,5,Ohio,Cincinnati,http://www.gunviolencearchive.org/incident/896149,"39.116, -84.5145",1,NA,NA,NA,NA
2017-07-19,0,5,5,Virginia,Richmond,http://www.gunviolencearchive.org/incident/893690,"37.5551, -77.4186",3,NA,NA,NA,NA
2017-07-19,1,3,4,California,Los Angeles,http://www.gunviolencearchive.org/incident/894504,"33.931, -118.278",43,NA,NA,NA,NA
2017-07-18,1,3,4,New Jersey,Trenton,http://www.gunviolencearchive.org/incident/893712,"40.2081, -74.7437",12,NA,NA,NA,NA
2017-07-18,0,4,4,Wisconsin,Milwaukee,http://www.gunviolencearchive.org/incident/893726,"43.0734, -87.9621",4,NA,NA,NA,NA
2017-07-18,0,4,4,Arizona,El Mirage,http://www.gunviolencearchive.org/incident/893752,"33.6089, -112.312",8,NA,NA,NA,NA
2017-07-15,1,3,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/891291,"39.9432, -75.1774",2,NA,NA,NA,NA
2017-07-15,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/891092,"41.672, -87.6539",1,NA,NA,NA,NA
2017-07-09,0,7,7,Virginia,Lawrenceville,http://www.gunviolencearchive.org/incident/886564,"36.8119, -77.7709",5,NA,NA,NA,NA
2017-07-08,0,4,4,Illinois,Alton,http://www.gunviolencearchive.org/incident/886002,"38.9178, -90.1739",12,NA,NA,NA,NA
2017-07-08,1,8,9,Ohio,Cincinnati,http://www.gunviolencearchive.org/incident/886220,"39.2542, -84.5966",1,NA,NA,NA,NA
2017-07-06,0,4,4,Mississippi,Meridian,http://www.gunviolencearchive.org/incident/884764,"32.3817, -88.6865",3,AR-15,NA,NA,NA
2017-07-05,0,4,4,Georgia,Savannah,http://www.gunviolencearchive.org/incident/883052,"32.0808, -81.095",1,NA,NA,NA,NA
2017-07-05,2,2,4,Illinois,Chicago (Roseland),http://www.gunviolencearchive.org/incident/883282,"41.6945, -87.611",2,NA,NA,NA,NA
2017-07-05,4,1,5,Maine,Madison,http://www.gunviolencearchive.org/incident/883058,"44.7906, -69.7873",2,NA,NA,NA,NA
2017-07-04,0,4,4,Florida,Orlando (Pine Castle),http://www.gunviolencearchive.org/incident/882665,"28.4655, -81.3831",10,NA,NA,NA,NA
2017-07-04,1,4,5,Virginia,Hampton,http://www.gunviolencearchive.org/incident/882321,"37.0325, -76.3606",3,NA,NA,NA,NA
2017-07-04,1,3,4,North Carolina,Raleigh,http://www.gunviolencearchive.org/incident/883489,"35.7722, -78.6382",4,NA,NA,NA,NA
2017-07-03,3,1,4,Alabama,Prattville,http://www.gunviolencearchive.org/incident/882422,"32.4381, -86.4725",2,NA,NA,NA,NA
2017-07-03,1,3,4,Michigan,Pontiac,http://www.gunviolencearchive.org/incident/881921,"42.6371, -83.3116",14,NA,NA,NA,NA
2017-07-02,0,4,4,New Jersey,Jersey City,http://www.gunviolencearchive.org/incident/881700,"40.7063, -74.0804",10,NA,NA,NA,NA
2017-07-02,0,4,4,South Carolina,Greenwood,http://www.gunviolencearchive.org/incident/880738,"34.1953, -82.1618",3,NA,NA,NA,NA
2017-07-01,0,4,4,Illinois,Momence,http://www.gunviolencearchive.org/incident/883656,"41.0853, -87.62",2,NA,NA,NA,NA
2017-07-01,2,2,4,New Jersey,Newark,http://www.gunviolencearchive.org/incident/880808,"40.7259, -74.1796",8,NA,NA,NA,NA
2017-07-01,0,4,4,California,Oakland,http://www.gunviolencearchive.org/incident/880813,"37.7921, -122.207",13,NA,NA,NA,NA
2017-07-01,0,25,25,Arkansas,Little Rock,http://www.gunviolencearchive.org/incident/879953,"34.7434, -92.2727",2,NA,NA,NA,40 SW
2017-06-30,2,6,8,New York,Bronx,http://www.gunviolencearchive.org/incident/879412,"40.8435, -73.911",15,AR-15,NA,NA,NA
2017-06-27,0,5,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/877295,"41.8783, -87.7618",7,NA,NA,NA,NA
2017-06-25,0,4,4,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/876010,"38.8885, -76.915",1,NA,NA,NA,NA
2017-06-25,1,3,4,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/875886,"38.6886, -90.242",1,NA,NA,NA,NA
2017-06-24,1,4,5,Florida,Fort Lauderdale,http://www.gunviolencearchive.org/incident/874613,"26.1468, -80.1721",20,NA,NA,NA,NA
2017-06-24,0,5,5,New York,New York (Manhattan),http://www.gunviolencearchive.org/incident/875322,"40.8037, -73.9578",13,NA,NA,NA,NA
2017-06-24,0,4,4,New Jersey,Willingboro,http://www.gunviolencearchive.org/incident/876076,"40.0326, -74.8963",3,NA,NA,NA,NA
2017-06-22,1,6,7,Georgia,Atlanta,http://www.gunviolencearchive.org/incident/873847,"33.7044, -84.4239",5,NA,NA,NA,NA
2017-06-18,3,2,5,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/870095,"38.6443, -90.1942",1,NA,NA,NA,NA
2017-06-18,0,4,4,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/870222,"38.8524, -76.9657",1,NA,NA,NA,NA
2017-06-18,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/869877,"41.904, -87.7094",4,NA,NA,NA,NA
2017-06-18,0,7,7,South Carolina,Myrtle Beach,http://www.gunviolencearchive.org/incident/869968,"33.6859, -78.8858",7,NA,NA,NA,NA
2017-06-17,1,4,5,Ohio,Columbus,http://www.gunviolencearchive.org/incident/869357,"40.1015, -83.0127",12,NA,NA,NA,NA
2017-06-17,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/869838,"41.8804, -87.7563",7,NA,NA,NA,NA
2017-06-15,1,3,4,Virginia,Richmond,http://www.gunviolencearchive.org/incident/868042,"37.5903, -77.4465",4,NA,NA,NA,NA
2017-06-15,5,0,5,New Mexico,La Madera,http://www.gunviolencearchive.org/incident/868363,"36.384, -106.041",3,NA,NA,NA,38 Spl
2017-06-14,0,4,4,Ohio,Canton,http://www.gunviolencearchive.org/incident/868147,"40.8113, -81.3627",7,NA,NA,NA,NA
2017-06-14,1,5,6,Virginia,Alexandria,http://www.gunviolencearchive.org/incident/866739,"38.8207, -77.0558",8,AR-15,handgun,9mm,9mm
2017-06-14,4,2,6,California,San Francisco,http://www.gunviolencearchive.org/incident/866933,"37.7596, -122.405",12,AR-15,NA,NA,NA
2017-06-13,0,4,4,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/866412,"39.3262, -76.6814",7,NA,NA,NA,NA
2017-06-13,2,2,4,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/866448,"39.3154, -76.6",7,NA,NA,NA,NA
2017-06-13,0,4,4,Missouri,Saint Louis (University City),http://www.gunviolencearchive.org/incident/869474,"38.6692, -90.31",1,NA,NA,NA,NA
2017-06-11,0,9,9,Illinois,Chicago,http://www.gunviolencearchive.org/incident/864743,"41.8633, -87.7082",7,NA,NA,NA,NA
2017-06-11,0,4,4,Tennessee,Chattanooga,http://www.gunviolencearchive.org/incident/864852,"35.0803, -85.2137",3,NA,NA,NA,NA
2017-06-11,0,4,4,Texas,Houston,http://www.gunviolencearchive.org/incident/865371,"30.032, -95.4374",18,NA,NA,NA,NA
2017-06-10,0,4,4,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/865186,"35.131, -90.0311",9,NA,NA,NA,NA
2017-06-09,2,5,7,Texas,Fort Worth,http://www.gunviolencearchive.org/incident/864370,"32.7209, -97.3157",33,NA,NA,NA,NA
2017-06-08,0,6,6,Louisiana,New Orleans,http://www.gunviolencearchive.org/incident/863075,"29.9962, -90.0499",2,NA,NA,NA,NA
2017-06-06,3,2,5,Utah,Sandy,http://www.gunviolencearchive.org/incident/861307,"40.5941, -111.826",3,NA,NA,NA,NA
2017-06-05,6,0,6,Florida,Orlando,http://www.gunviolencearchive.org/incident/859875,"28.5799, -81.2934",7,NA,handgun,NA,NA
2017-06-03,2,2,4,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/858810,"38.6665, -90.2672",1,NA,NA,NA,NA
2017-06-03,3,2,5,Louisiana,New Orleans,http://www.gunviolencearchive.org/incident/858719,"29.9673, -90.1016",2,NA,NA,NA,NA
2017-06-02,2,3,5,Texas,Laredo,http://www.gunviolencearchive.org/incident/858378,"27.5454, -99.4821",28,NA,NA,NA,NA
2017-06-02,1,3,4,California,Los Angeles,http://www.gunviolencearchive.org/incident/858877,"33.9555, -118.278",43,NA,NA,NA,NA
2017-06-01,3,1,4,Missouri,Saint Louis,http://www.gunviolencearchive.org/incident/857443,"38.6943, -90.2523",1,NA,NA,NA,NA
2017-05-30,1,3,4,Ohio,Middletown,http://www.gunviolencearchive.org/incident/855764,"39.5003, -84.3512",8,NA,NA,NA,40 SW
2017-05-29,1,3,4,Kentucky,Louisville,http://www.gunviolencearchive.org/incident/855113,"38.2576, -85.7504",3,NA,NA,NA,NA
2017-05-28,0,12,12,Alabama,Phenix City,http://www.gunviolencearchive.org/incident/853901,"32.4359, -84.9952",3,NA,NA,NA,NA
2017-05-28,1,5,6,New Jersey,Paterson,http://www.gunviolencearchive.org/incident/853796,"40.9143, -74.1667",9,NA,NA,NA,NA
2017-05-28,0,5,5,Mississippi,Moss Point,http://www.gunviolencearchive.org/incident/853920,"30.4348, -88.5388",4,NA,NA,NA,NA
2017-05-27,0,4,4,New York,New York (Manhattan),http://www.gunviolencearchive.org/incident/853032,"40.7399, -74.0037",10,NA,NA,9mm,9mm
2017-05-27,1,7,8,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/853119,"38.9111, -77.0122",1,NA,NA,NA,NA
2017-05-27,8,1,9,Mississippi,Bogue Chitto,http://www.gunviolencearchive.org/incident/853756,"31.4109, -90.4609",3,NA,NA,NA,NA
2017-05-26,0,4,4,Florida,Miami,http://www.gunviolencearchive.org/incident/852676,"25.926, -80.2458",24,NA,NA,NA,NA
2017-05-21,1,3,4,Iowa,Des Moines,http://www.gunviolencearchive.org/incident/848680,"41.6382, -93.6792",3,NA,NA,NA,NA
2017-05-21,0,4,4,Arizona,Mesa,http://www.gunviolencearchive.org/incident/849215,"33.4242, -111.754",5,NA,NA,NA,NA
2017-05-20,0,10,10,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/848292,"39.9934, -75.1628",2,NA,NA,NA,NA
2017-05-16,3,1,4,South Carolina,Ruffin,http://www.gunviolencearchive.org/incident/845364,"33.0044, -80.815",6,NA,NA,NA,NA
2017-05-14,1,6,7,Arkansas,Jonesboro,http://www.gunviolencearchive.org/incident/843078,"35.8391, -90.705",1,NA,NA,NA,NA
2017-05-14,0,5,5,Illinois,Dolton,http://www.gunviolencearchive.org/incident/843045,"41.6385, -87.6076",2,NA,NA,NA,NA
2017-05-14,0,5,5,Florida,Avon Park,http://www.gunviolencearchive.org/incident/843172,"27.5847, -81.4981",17,NA,NA,NA,NA
2017-05-14,0,4,4,Texas,Fort Worth,http://www.gunviolencearchive.org/incident/843590,"32.7356, -97.4672",12,NA,NA,NA,NA
2017-05-10,1,3,4,New Jersey,Trenton,http://www.gunviolencearchive.org/incident/840339,"40.2097, -74.7595",12,NA,NA,NA,NA
2017-05-09,3,1,4,Kansas,Kansas City,http://www.gunviolencearchive.org/incident/839846,"39.0793, -94.6328",3,NA,NA,NA,NA
2017-05-07,2,8,10,Illinois,Chicago,http://www.gunviolencearchive.org/incident/838272,"41.8102, -87.6356",7,AR-15,NA,NA,NA
2017-05-04,1,3,4,Michigan,Flint,http://www.gunviolencearchive.org/incident/835961,"43.0286, -83.7113",5,NA,NA,NA,NA
2017-05-02,1,3,4,Florida,Jacksonville,http://www.gunviolencearchive.org/incident/834832,"30.3585, -81.6823",5,NA,NA,NA,NA
2017-05-01,2,3,5,Texas,Dallas,http://www.gunviolencearchive.org/incident/833152,"32.7864, -96.7407",30,AR-15,NA,NA,NA
2017-04-30,2,6,8,California,San Diego,http://www.gunviolencearchive.org/incident/832679,"32.8716, -117.203",52,NA,NA,NA,45 Auto
2017-04-30,4,1,5,Kansas,Topeka,http://www.gunviolencearchive.org/incident/832528,"39.0161, -95.728",2,NA,NA,9mm,04 SW
2017-04-30,0,5,5,Florida,Jacksonville,http://www.gunviolencearchive.org/incident/833128,"30.3914, -81.7169",5,NA,NA,NA,NA
2017-04-30,1,5,6,South Carolina,Loris,http://www.gunviolencearchive.org/incident/832309,"34.1016, -78.9782",7,NA,NA,NA,NA
2017-04-29,1,3,4,Maryland,Germantown,http://www.gunviolencearchive.org/incident/831667,"39.1506, -77.2658",6,NA,NA,NA,NA
2017-04-29,1,3,4,California,Los Angeles (Boyle Heights),http://www.gunviolencearchive.org/incident/835459,"34.0579, -118.197",34,NA,NA,NA,NA
2017-04-29,0,5,5,California,Sacramento,http://www.gunviolencearchive.org/incident/832290,"38.529, -121.466",6,NA,NA,NA,NA
2017-04-29,1,5,6,California,Whittier,http://www.gunviolencearchive.org/incident/831800,"33.9442, -118.046",38,NA,NA,NA,NA
2017-04-29,0,4,4,California,Compton,http://www.gunviolencearchive.org/incident/834788,"33.9029, -118.249",44,NA,NA,NA,NA
2017-04-29,0,4,4,Virginia,Virginia Beach,http://www.gunviolencearchive.org/incident/832063,"36.8463, -75.9745",2,NA,NA,NA,NA
2017-04-28,0,4,4,Pennsylvania,Chester,http://www.gunviolencearchive.org/incident/831201,"39.8635, -75.367",1,NA,NA,NA,NA
2017-04-27,1,3,4,New Jersey,Newark,http://www.gunviolencearchive.org/incident/830984,"40.7456, -74.2344",10,NA,NA,NA,NA
2017-04-26,0,4,4,Florida,Miami,http://www.gunviolencearchive.org/incident/829073,"25.5218, -80.4167",27,NA,Handgun,NA,NA
2017-04-21,2,2,4,Florida,Palm Bay,http://www.gunviolencearchive.org/incident/825694,"28.0583, -80.5947",8,NA,Handgun,NA,NA
2017-04-20,0,4,4,Kentucky,Louisville,http://www.gunviolencearchive.org/incident/825111,"38.243, -85.7419",3,NA,NA,NA,NA
2017-04-16,0,4,4,California,Vallejo,http://www.gunviolencearchive.org/incident/821667,"38.1208, -122.267",5,NA,NA,NA,NA
2017-04-16,0,4,4,North Carolina,Elizabeth City,http://www.gunviolencearchive.org/incident/821723,"36.2918, -76.2209",1,NA,NA,NA,NA
2017-04-16,0,9,9,Ohio,Columbus,http://www.gunviolencearchive.org/incident/821371,"40.0008, -82.9753",3,NA,NA,NA,NA
2017-04-15,0,4,4,Illinois,Rock Falls,http://www.gunviolencearchive.org/incident/821640,"41.7805, -89.6948",17,NA,Handgun,NA,NA
2017-04-15,0,4,4,Indiana,Indianapolis,http://www.gunviolencearchive.org/incident/820565,"39.7623, -86.1583",7,NA,handgun,NA,NA
2017-04-15,0,6,6,Alabama,Birmingham,http://www.gunviolencearchive.org/incident/821400,"33.624, -86.6856",7,NA,NA,NA,NA
2017-04-15,0,4,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/821055,"40.0394, -75.1168",13,NA,NA,NA,NA
2017-04-15,0,4,4,Illinois,Harvey,http://www.gunviolencearchive.org/incident/821651,"41.6243, -87.6527",2,NA,NA,NA,NA
2017-04-15,0,4,4,California,Banning,http://www.gunviolencearchive.org/incident/822750,"33.9335, -116.862",36,NA,NA,NA,NA
2017-04-13,1,3,4,Georgia,Atlanta,http://www.gunviolencearchive.org/incident/818932,"33.7536, -84.446",5,NA,NA,NA,NA
2017-04-09,1,3,4,Texas,San Antonio,http://www.gunviolencearchive.org/incident/815227,"29.469, -98.5285",20,NA,NA,NA,NA
2017-04-09,1,3,4,Indiana,Fort Wayne,http://www.gunviolencearchive.org/incident/815246,"41.1688, -85.166",3,NA,NA,NA,NA
2017-04-07,3,1,4,North Carolina,Hickory,http://www.gunviolencearchive.org/incident/813877,"35.7659, -81.3056",5,NA,NA,NA,NA
2017-04-07,5,0,5,Texas,Houston,http://www.gunviolencearchive.org/incident/813821,"29.6858, -95.3668",18,NA,NA,NA,NA
2017-04-07,4,1,5,Minnesota,Saint Paul,http://www.gunviolencearchive.org/incident/813943,"44.9896, -93.0457",4,NA,NA,NA,NA
2017-04-07,1,5,6,Illinois,Chicago,http://www.gunviolencearchive.org/incident/814094,"41.8877, -87.7658",7,NA,NA,NA,NA
2017-04-06,1,3,4,Louisiana,Lake Charles,http://www.gunviolencearchive.org/incident/813028,"30.2112, -93.193",3,AR-15,NA,9mm,45 Auto
2017-04-03,3,1,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/810756,"39.9717, -75.154",1,NA,NA,NA,NA
2017-04-03,0,7,7,Texas,Lubbock,http://www.gunviolencearchive.org/incident/811089,"33.5453, -101.853",19,NA,Handgun,NA,NA
2017-04-02,2,4,6,Illinois,Chicago,http://www.gunviolencearchive.org/incident/809978,"41.8757, -87.7131",7,NA,NA,NA,NA
2017-04-02,0,5,5,Iowa,Des Moines,http://www.gunviolencearchive.org/incident/809683,"41.6163, -93.6469",3,NA,NA,NA,NA
2017-04-01,0,5,5,California,Pittsburg,http://www.gunviolencearchive.org/incident/809815,"38.0053, -121.895",11,NA,NA,NA,NA
